Línea seleccionada;Orden;Clase de orden;Fecha de inicio extrema;Alerta;Texto breve;Alerta Com;Tipo de orden;Moneda;Autor;Fecha entrada;Modificado por;Fecha modific.maestro orden;Existe texto explic.;Sociedad;Centro;División;Sociedad CO;CeCo responsable;Petición de borrado;Esquema cálc.coste;Clave de recargo;Indicador ABC;Campo de clasificación;Prioridad;Equipo;Conjunto;Estado instalación;Centro planificación;Grupo planificación;Pto.tbjo.responsable;Ctro.pto.trab.;Cliente;Disponible hst.fecha;Disponible dsd fecha;Disponible hst.hora;Disponible dsd hora;Centro de coste;Centro emplazamiento;Emplazamiento;Local;Área de empresa;Ubicación técnica;Activo fijo;Subnúmero;Revisión;Plan mant.preventivo;Posición mantenim.;Status del sistema;Status de usuario;Puesto de trabajo;Fecha fin extrema;Fin programado;Inicio programado;Fecha inicio real;Fecha real de fin de la orden;Fe.liberación real;Clase actividad PM;Aviso;Histórico desde;Denominación de objeto técnico;Denominación de la ubicación técnica;Lista;Teléfono;Código postal;Población;Distrito;Clave de país;Departamento;Calle;Costes tot.reales;Suma de costes plan;Tot.costes facturac.;Ingresos tot. real;Ingr. totales plan;Total general (real);Tota general (plan);Nº objeto;Documento de ventas;Posición;Orden principal;Orden superior;Fin real (hora);Hora inicio real;Hora de fin progr.;Hora de inicio prog.;Grupo hojas ruta;Cont.grupo HRuta;Ind.planif.orden;Fecha de referencia;Elemento PEP;Subgrafo;Operación superior;Tot. Avisos;Organización ventas;Canal distribución;Sector;Hora de fin extrema;Hora inicio extrema;Hora de referencia;Criterio p.cálculo;Nº dirección;Material;Número de serie;Dat.adic.disposit.;Oficina de ventas;Grupo de vendedores;Texto breve de material;Denominación del conjunto;Status paging;Cabecera orden PEP;Reserva/Sol.pedido;Clase prioridad;Texto para prioridad;Nº de pedido;Fecha de pedido;Producto de servicio;Denominación producto servicio;Cantidad;Unidad medida base;Forma de facturación;Gr.planif.mantenimiento HRuta;Centro de beneficio;Elemento refer.PM/PS;Organización ventas - Comercial;Canal distribución - Comercial;Sector - Comercial;Indicador ABC;Nro Moc;Revision 2;Revision 3;Fecha;Proyecto
;20024070;PM15;9/4/2021;;int, colocacion de vidrio;;30;UYU;JSIMO;12/4/2021;MSABATIN;18/6/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105505;C002;;;;LT-INTEND;;;;;;CTEC KKMP MOVM NLIQ PREC;FINA;;;11/5/2021;11/5/2021;;;17/6/2021;MAN;10255953;;;Intendencia;;3379;;;;UY;1;;7500;3037,94;0;0;0;7500;3037,94;OR000020024070;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;18/6/2021;;;;1;;;;0:00:00;0:00:00;8:33:50;;332427;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024072;PM15;9/4/2021;;reparar escalera p 17 elevado de vig;;30;UYU;JSIMO;12/4/2021;MSABATIN;30/7/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;METALURG;C002;;;;0:00:00;0:00:00;105200;C001;;;;LT-ENERGI-INGETE;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;18/6/2021;18/6/2021;11/6/2021;;24/6/2021;MAN;10255931;;;Infraestructura General de La Teja;;;;;;;;;15135,4;43824,73;0;0;0;15135,4;43824,73;OR000020024072;;0;;;0:00:00;0:00:00;14:20:00;7:00:00;;;;27/7/2021;;;;1;;;;0:00:00;0:00:00;10:40:04;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024074;PM15;9/4/2021;;SANITARIO - destapar desague;;30;UYU;JSIMO;12/4/2021;JSIMO;17/6/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;105505;C002;;;;LT-INTEND;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;12/5/2021;12/5/2021;27/5/2021;;14/6/2021;MAN;10255952;;;Intendencia;;;;;;;;;3914,46;6075,87;0;0;0;3914,46;6075,87;OR000020024074;;0;;;0:00:00;0:00:00;11:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;10:01:06;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024075;PM15;9/4/2021;;AIRE ACONDICIONADO - Mantenimiento de eq;;30;UYU;JSIMO;12/4/2021;MSABATIN;3/5/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105051;C002;;;;AN-RECHUM;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;13/4/2021;13/4/2021;13/4/2021;;15/4/2021;MAN;10255943;;;Recursos Humanos;;;;;;;;;5932,61;4050,58;0;0;0;5932,61;4050,58;OR000020024075;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;3/5/2021;;;;1;;;;0:00:00;0:00:00;13:31:23;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024076;PM15;9/4/2021;;AIRE ACONDICIONADO - Servicio a equipos;;30;UYU;JSIMO;12/4/2021;MSABATIN;3/5/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;10013763;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;203150;C001;;;;LT-ENERGI-REFINA-LABORA;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;13/4/2021;13/4/2021;12/4/2021;;15/4/2021;MAN;10255944;;Equipos de Laboratorio;Departamento Laboratorio;;;;;;;;;26934,07;4050,58;0;0;0;26934,07;4050,58;OR000020024076;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;3/5/2021;;;;1;;;;0:00:00;0:00:00;13:30:06;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024077;PM15;9/4/2021;;SANITARIO - oficina operacion ventas;;30;UYU;JSIMO;12/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;205405;C001;;;LOG;LT-COMERC-VCOMBU;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;9/4/2021;12/5/2021;12/5/2021;26/5/2021;;14/6/2021;MAN;10255915;;;Venta Combustibles;;;;;;;;;9363,84;3037,94;0;0;0;9363,84;3037,94;OR000020024077;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;10:01:23;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024078;PM15;12/4/2021;;int.reparacion de canilla en vestuario;;30;UYU;MSABATIN;12/4/2021;JSIMO;17/6/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;105505;C001;;;;LT-VESTEJ;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;12/5/2021;12/5/2021;24/5/2021;;14/6/2021;MAN;10255999;;;Vestuario de la Teja;;379;;;;UY;;;2113,84;2025,3;0;0;0;2113,84;2025,3;OR000020024078;;0;;;0:00:00;0:00:00;8:20:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;10:02:00;;332511;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024079;PM15;8/4/2021;;SANITARIO - REPARACIÓN O CAMBIO DE MONOC;;30;UYU;MSABATIN;12/4/2021;JSIMO;27/7/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;10013762;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203150;C001;;;;LT-ENERGI-REFINA-LABORA;;;;;;CTEC NOTP MACO NLIQ PREC;FINA;;;15/4/2021;15/4/2021;10/6/2021;;24/6/2021;MAN;10255896;;Edificio de Laboratorio;Departamento Laboratorio;;;;;;;;;2936,43;3037,94;0;0;0;2936,43;3037,94;OR000020024079;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;27/7/2021;;;;1;;;;0:00:00;0:00:00;10:39:47;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024080;PM15;8/4/2021;;SANITARIO - REPARACIÓN O CAMBIO DE MONOC;;30;UYU;MSABATIN;12/4/2021;IHERNANDEZ;30/7/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;10013762;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203150;C001;;;;LT-ENERGI-REFINA-LABORA;;;;;;CTEC KKMP MOVM NLIQ PREC;PROG;;;12/4/2021;12/4/2021;;;23/7/2021;MAN;;;Edificio de Laboratorio;Departamento Laboratorio;;;;;;;;;1809,5;0;0;0;0;1809,5;0;OR000020024080;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;23/7/2021;;;;0;;;;0:00:00;0:00:00;15:27:28;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024081;PM15;30/3/2021;;SANITARIO - Reparar cisterna puesto 2;;30;UYU;MSABATIN;12/4/2021;JSIMO;17/6/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;105502;C001;;;;LT-VIGILA-VIGTEJ;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;18/5/2021;18/5/2021;18/5/2021;;14/6/2021;MAN;10255685;;;Vigilancia Teja;;;;;;;;;0;3037,94;0;0;0;0;3037,94;OR000020024081;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;10:02:33;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024082;PM15;20/3/2021;;SANITARIO - Cisterna en Taller Eléctrico;;30;UYU;MSABATIN;12/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203241;C001;;;;LT-MANREF-ELECTR;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;18/5/2021;18/5/2021;25/5/2021;;16/6/2021;MAN;10255525;;;Taller de Electricidad;;;;;;;;;0;3037,94;0;0;0;0;3037,94;OR000020024082;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;10:02:16;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024083;PM15;25/3/2021;;AIRE ACONDICIONADO - Mantenimiento de eq;;30;UYU;MSABATIN;12/4/2021;MSABATIN;3/5/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;203310;C001;;;;LT-INGOBR;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;13/4/2021;13/4/2021;12/4/2021;;15/4/2021;MAN;10255615;;;Ingenieria y Obras;;;;;;;;;6260,75;4050,58;0;0;0;6260,75;4050,58;OR000020024083;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;3/5/2021;;;;1;;;;0:00:00;0:00:00;13:30:24;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024084;PM15;23/3/2021;;AB Reponer energia en Baño de gere. abas;;30;UYU;MSABATIN;12/4/2021;MSABATIN;7/5/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;105501;C001;;;;LT-COMPRA;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;26/4/2021;23/4/2021;27/4/2021;;28/4/2021;MAN;10255586;;;Edificio de Compras Teja;;3950;;;;UY;;;5056,76;10648,31;0;0;0;5056,76;10648,31;OR000020024084;;0;;;0:00:00;0:00:00;8:20:00;7:00:00;;;;7/5/2021;;;;1;;;;0:00:00;0:00:00;11:07:30;;332513;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024085;PM15;12/4/2021;;SANITARIO - pileta de baño dama;;30;UYU;MSABATIN;12/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;105200;C001;;;;LT-ENERGI-INGETE;;;;;;CTEC NOTP MACO NLIQ PREC;FINA;;;18/5/2021;18/5/2021;26/5/2021;;14/6/2021;MAN;10255987;;;Infraestructura General de La Teja;;;;;;;;;0;3037,94;0;0;0;0;3037,94;OR000020024085;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;10:03:08;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024086;PM15;12/4/2021;;AIRE ACONDICIONADO - Mantenimiento de eq;;30;UYU;MSABATIN;12/4/2021;MSABATIN;3/5/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105052;C001;;;;AN-RECHUM-CAPCEN;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;13/4/2021;13/4/2021;12/4/2021;;15/4/2021;MAN;10255984;;;Capacitacion Centro;;;;;;;;;6260,75;4050,58;0;0;0;6260,75;4050,58;OR000020024086;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;3/5/2021;;;;1;;;;0:00:00;0:00:00;13:30:43;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024087;PM15;12/4/2021;;SERV MENTENIMEINTO A. ACONDICIONADOS;;30;UYU;MSABATIN;13/4/2021;MSABATIN;3/5/2021;S;ANC1;C002;10;ANC1;105505;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105505;C002;;;;LT-INTEND;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;15/4/2021;15/4/2021;15/4/2021;;30/4/2021;MAN;10256005;;;Intendencia;;;;;;;;;5453,36;4050,58;0;0;0;5453,36;4050,58;OR000020024087;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;3/5/2021;;;;1;;;;0:00:00;0:00:00;13:31:44;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024088;PM15;12/4/2021;;AB cambio de REF vereda PARAGUAY;;30;UYU;MSABATIN;13/4/2021;MSABATIN;7/5/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;105090;C002;;;;AN-INGEDI;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;28/4/2021;23/4/2021;3/5/2021;;28/4/2021;MAN;10256003;;;Infraestructura General Edificio Central;;;;;;;;;7464,98;25542,63;0;0;0;7464,98;25542,63;OR000020024088;;0;;;0:00:00;0:00:00;14:20:00;7:00:00;;;;7/5/2021;;;;1;;;;0:00:00;0:00:00;11:07:48;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024089;PM15;12/4/2021;;SE NECESITA DESTAPAR DESAGUE DE LA AZOTE;;30;UYU;JSIMO;14/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;3;10013762;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203150;C001;;;;LT-ENERGI-REFINA-LABORA;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;18/5/2021;18/5/2021;19/5/2021;;14/6/2021;MAN;10256002;;Edificio de Laboratorio;Departamento Laboratorio;;;;;;;;;0;3037,94;0;0;0;0;3037,94;OR000020024089;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;9:59:38;;;;;;;;;;;;3;ME;O3 - Amarillo [Med];;;;;0;;;;;;;;;;;;;;
;20024090;PM15;13/4/2021;;AB REP DE EXT. COCINA TABLADA;;30;UYU;JSIMO;14/4/2021;MSABATIN;3/9/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;205450;C004;;;LAT;LT-LOGIST-TABLAD;;;;;;CTEC NOTP MOVM NLIQ PREC;FINA;;;27/4/2021;23/4/2021;12/5/2021;;14/5/2021;MAN;10256011;;;Planta de La Tablada;;;;;;;;;9980,87;30956,37;0;0;0;9980,87;30956,37;OR000020024090;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;3/9/2021;;;;1;;;;0:00:00;0:00:00;8:51:05;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024091;PM15;14/4/2021;;AB CAMBIAR TUBO DE LUZ CHICO BAÑO DAMA;;30;UYU;JSIMO;14/4/2021;MSABATIN;7/5/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;205403;C001;;;LOG;LT-LOGIST-TERMTE;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;26/4/2021;23/4/2021;3/5/2021;;7/5/2021;MAN;10256032;;;Depar.Carga Granel Grales.Term.Terrestre;;;;;;;;;4665,62;10648,31;0;0;0;4665,62;10648,31;OR000020024091;;0;;;0:00:00;0:00:00;8:20:00;7:00:00;;;;7/5/2021;;;;1;;;;0:00:00;0:00:00;11:08:05;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024092;PM15;10/4/2021;;AIRE ACONDICIONADO - paletas rotas;;30;UYU;JSIMO;14/4/2021;JSIMO;6/9/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;202024;C001;;;A_2;RT-FCC;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;28/4/2021;28/4/2021;28/4/2021;;30/4/2021;MAN;10256033;;;Unidad Cracking;;;;;;;;;3988,52;4050,58;0;0;0;3988,52;4050,58;OR000020024092;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;6/9/2021;;;;1;;;;0:00:00;0:00:00;13:13:32;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024093;PM15;8/3/2021;;SANITARIO - Cambio de tapas de WC;;30;UYU;JSIMO;14/4/2021;JSIMO;25/11/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;202037;C001;;;A_3;RT-OCT;;;;;;CTEC NOTP NLIQ PREC;FINA;;;25/11/2021;25/11/2021;19/5/2021;;14/6/2021;MAN;10256034;;;Unidad Octanizing;;;;;;;;;0;1920,93;0;0;0;0;1920,93;OR000020024093;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;25/11/2021;;;;1;;;;0:00:00;0:00:00;9:42:32;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024094;PM15;16/3/2021;;SANITARIO - Destapar grasera cocina (Cen;;30;UYU;MSABATIN;14/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203020;C001;;;A_4;RT-CT;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;18/5/2021;18/5/2021;21/5/2021;;14/6/2021;MAN;10256035;;;Central Térmica;;;;;;;;;0;3037,94;0;0;0;0;3037,94;OR000020024094;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;10:00:13;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024095;PM15;5/3/2021;;SANITARIO - Cisterna rota en octanizing;;30;UYU;MSABATIN;14/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;202037;C001;;;A_3;RT-OCT;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;18/5/2021;18/5/2021;28/5/2021;;14/6/2021;MAN;10256046;;;Unidad Octanizing;;;;;;;;;0;3037,94;0;0;0;0;3037,94;OR000020024095;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;10:00:30;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024096;PM15;12/4/2021;;SANITARIO - limpieza de tk de agua;;30;UYU;MSABATIN;14/4/2021;JSIMO;12/11/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;10013052;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203510;C001;;;;RT-SDC-TPS;;;;;;CTEC KKMP NLIQ PREC;FINA;;;18/5/2021;18/5/2021;;;12/11/2021;MAN;10256047;;Edificio de U.T. del TPS;Sistema distribuido de Control;;;;;;;;;0;3037,94;0;0;0;0;3037,94;OR000020024096;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;12/11/2021;;;;1;;;;0:00:00;0:00:00;10:56:13;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024097;PM15;15/4/2021;;CAMBIAR BANDEROLAS POR VENTANAS DE ALUMI;;30;UYU;JSIMO;15/4/2021;GACQUISTAPAC;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ALBANILE;C002;;;;0:00:00;0:00:00;105508;C001;;;LOG;LT-LOGIST-FISTEJ;;;;;;ABIE KKMP PREC;PLOK;;;18/5/2021;18/5/2021;;;;MAN;10256080;;;Fiscalia de La Teja;;;;;;;;;0;3037,94;0;0;0;0;3037,94;OR000020024097;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;15/4/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024098;PM15;15/4/2021;;TDC baño lisiados inodoro rota;;30;UYU;JSIMO;15/4/2021;MSABATIN;18/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;3;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203510;C001;;;;RT-SDC;;;;;;CTEC MACO NLIQ PREC;FINA;;;18/5/2021;18/5/2021;;;17/6/2021;MAN;10256083;;;Sistema de Control;;;;;;;;;0;3037,94;0;0;0;0;3037,94;OR000020024098;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;18/6/2021;;;;1;;;;0:00:00;0:00:00;8:34:05;;;;;;;;;;;;3;ME;O3 - Amarillo [Med];;;;;0;;;;;;;;;;;;;;
;20024099;PM15;13/4/2021;;Insp, pruebas y mant sist contra incendi;;30;UYU;MSABATIN;15/4/2021;MSABATIN;19/5/2021;S;ANC1;C002;20;ANC1;103412;;PP-PC1;;;;4;;;;C002;CME;PMA;C002;;;;0:00:00;0:00:00;203620;C001;;;;LT-ENERGI;;;;;;LIB. NOTP KKMP NLIQ PREC;PROG;;;19/5/2021;5/4/2021;5/4/2021;;22/4/2021;MAN;10256008;;;Produccion de Energeticos;;;;;;;;;220585,38;162023,2;0;0;0;220585,38;162023,2;OR000020024099;;0;;;0:00:00;0:00:00;7:00:00;0:00:00;;;;13/4/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024101;PM15;15/4/2021;;reparaciíon vidrio en puerta depósito;;30;UYU;MSABATIN;15/4/2021;JSIMO;13/10/2021;S;ANC1;C002;40;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;405200;P002;;;;AN-PTLAND-MANGA;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;18/5/2021;18/5/2021;5/7/2021;;28/6/2021;MAN;10256105;;;Portland Manga;;5075;;;;UY;;;10592,84;3037,94;0;0;0;10592,84;3037,94;OR000020024101;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;13/10/2021;;;;1;;;;0:00:00;0:00:00;9:45:27;;332774;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024102;PM15;15/4/2021;;SANITARIO - Reparar canilla de baño;;30;UYU;MSABATIN;15/4/2021;JSIMO;6/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;205440;C010;;;;LT-CARRAS-MANEDI;;;;;;CTEC MACO NLIQ PREC;FINA;;;18/5/2021;18/5/2021;;;6/12/2021;MAN;10256102;;;Mantenimiento Edilicio-Planta Carrasco;;;;;;;;;0;3037,94;0;0;0;0;3037,94;OR000020024102;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;6/12/2021;;;;1;;;;0:00:00;0:00:00;10:19:35;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024103;PM15;15/4/2021;;cambiar sifon de baño de of sup  tablada;;30;UYU;MSABATIN;15/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;205450;C004;;;LAT;LT-LOGIST-TABLAD;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;12/5/2021;12/5/2021;20/5/2021;;14/6/2021;MAN;10256104;;;Planta de La Tablada;;;;;;;;;0;4050,59;0;0;0;0;4050,59;OR000020024103;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;9:59:21;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
