Línea seleccionada;Orden;Clase de orden;Fecha de inicio extrema;Alerta;Texto breve;Alerta Com;Tipo de orden;Moneda;Autor;Fecha entrada;Modificado por;Fecha modific.maestro orden;Existe texto explic.;Sociedad;Centro;División;Sociedad CO;CeCo responsable;Petición de borrado;Esquema cálc.coste;Clave de recargo;Indicador ABC;Campo de clasificación;Prioridad;Equipo;Conjunto;Estado instalación;Centro planificación;Grupo planificación;Pto.tbjo.responsable;Ctro.pto.trab.;Cliente;Disponible hst.fecha;Disponible dsd fecha;Disponible hst.hora;Disponible dsd hora;Centro de coste;Centro emplazamiento;Emplazamiento;Local;Área de empresa;Ubicación técnica;Activo fijo;Subnúmero;Revisión;Plan mant.preventivo;Posición mantenim.;Status del sistema;Status de usuario;Puesto de trabajo;Fecha fin extrema;Fin programado;Inicio programado;Fecha inicio real;Fecha real de fin de la orden;Fe.liberación real;Clase actividad PM;Aviso;Histórico desde;Denominación de objeto técnico;Denominación de la ubicación técnica;Lista;Teléfono;Código postal;Población;Distrito;Clave de país;Departamento;Calle;Costes tot.reales;Suma de costes plan;Tot.costes facturac.;Ingresos tot. real;Ingr. totales plan;Total general (real);Tota general (plan);Nº objeto;Documento de ventas;Posición;Orden principal;Orden superior;Fin real (hora);Hora inicio real;Hora de fin progr.;Hora de inicio prog.;Grupo hojas ruta;Cont.grupo HRuta;Ind.planif.orden;Fecha de referencia;Elemento PEP;Subgrafo;Operación superior;Tot. Avisos;Organización ventas;Canal distribución;Sector;Hora de fin extrema;Hora inicio extrema;Hora de referencia;Criterio p.cálculo;Nº dirección;Material;Número de serie;Dat.adic.disposit.;Oficina de ventas;Grupo de vendedores;Texto breve de material;Denominación del conjunto;Status paging;Cabecera orden PEP;Reserva/Sol.pedido;Clase prioridad;Texto para prioridad;Nº de pedido;Fecha de pedido;Producto de servicio;Denominación producto servicio;Cantidad;Unidad medida base;Forma de facturación;Gr.planif.mantenimiento HRuta;Centro de beneficio;Elemento refer.PM/PS;Organización ventas - Comercial;Canal distribución - Comercial;Sector - Comercial;Indicador ABC;Nro Moc;Revision 2;Revision 3;Fecha;Proyecto
;20024994;PM15;26/10/2021;;Mantenimiento equipos aire acondicionado;;30;UYU;JSIMO;26/10/2021;JSIMO;27/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105125;C002;;;;AN-VICEPR-SECRET;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;27/12/2021;27/12/2021;3/12/2021;;13/12/2021;MAN;10261243;;;Secretaria de VicePresidencia;;;;;;;;;718,89;2561,24;0;0;0;718,89;2561,24;OR000020024994;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;27/12/2021;;;;1;;;;0:00:00;0:00:00;8:06:51;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024995;PM15;26/10/2021;;Mantenimiento equipos aire acondicionado;;30;UYU;JSIMO;26/10/2021;JSIMO;28/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105117;C002;;;;AN-VICEPR;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;12/11/2021;12/11/2021;5/11/2021;;12/11/2021;MAN;10261238;;;VicePresidencia;;;;;;;;;6584,57;2561,24;0;0;0;6584,57;2561,24;OR000020024995;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;28/12/2021;;;;1;;;;0:00:00;0:00:00;9:56:44;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024996;PM15;26/10/2021;;AB OOCC REPARACION ENCHUFE OFICINA IGRD;;30;UYU;JSIMO;26/10/2021;JSIMO;3/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;105012;C002;;;;AN-SEGRAL;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;3/11/2021;29/10/2021;15/11/2021;;25/11/2021;MAN;10261237;;;Secretaria General;;;;;;;;;5084,57;24662,68;0;0;0;5084,57;24662,68;OR000020024996;;0;;;0:00:00;0:00:00;12:20:00;7:00:00;;;;3/12/2021;;;;1;;;;0:00:00;0:00:00;12:10:51;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024997;PM15;26/10/2021;;Cambio ubicación cortinas;;30;UYU;JSIMO;26/10/2021;JSIMO;27/10/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;CARPINTE;C002;;;;0:00:00;0:00:00;105055;C002;;;;AN-RECHUM-RLABOR;;;;;;ABIE KKMP PREC;PLAN;;;27/10/2021;27/10/2021;;;;MAN;10261240;;;Relaciones Laborables;;;;;;;;;0;1499,03;0;0;0;0;1499,03;OR000020024997;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;26/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024998;PM15;26/10/2021;;Mantenimiento equipos aire acondicionado;;30;UYU;JSIMO;26/10/2021;JSIMO;27/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105116;C002;;;;AN-PRESID;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;27/12/2021;27/12/2021;3/12/2021;;13/12/2021;MAN;10261239;;;Presidencia;;;;;;;;;2218,89;2561,24;0;0;0;2218,89;2561,24;OR000020024998;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;27/12/2021;;;;1;;;;0:00:00;0:00:00;8:10:40;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024999;PM15;27/10/2021;;Abastecimiento a lavarropas Pta.J.Lacaze;;30;UYU;JSIMO;27/10/2021;GACQUISTAPAC;2/11/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;205420;C008;;;LAC;LT-LOGIST-JLACAZ;;;;;;ABIE KKMP PREC;PLOK;;;28/10/2021;28/10/2021;;;;MAN;10261296;;;Planta de Juan Lacaze;;;;;;;;;0;1499,03;0;0;0;0;1499,03;OR000020024999;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;27/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025000;PM15;27/10/2021;;SOLICITAR CERRAJERO PARA OF. INTENDENCIA;;30;UYU;JSIMO;27/10/2021;JSIMO;10/12/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105505;C002;;;;LT-INTEND;;;;;;LIB. MACO NLIQ PREC;FINA CMPR;;;28/10/2021;28/10/2021;;;7/12/2021;MAN;10261269;;;Intendencia;;;;;;;;;0;1499,03;0;0;0;0;1499,03;OR000020025000;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;27/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025001;PM15;26/10/2021;;Mantenimiento equipos aire acondicionado;;30;UYU;JSIMO;27/10/2021;JSIMO;27/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105124;C002;;;;AN-VICEPR-ASESOR;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;27/12/2021;27/12/2021;3/12/2021;;13/12/2021;MAN;10261246;;;Asesoria de VicePresidencia;;;;;;;;;1918,89;1280,62;0;0;0;1918,89;1280,62;OR000020025001;;0;;;0:00:00;0:00:00;8:20:00;7:00:00;;;;27/12/2021;;;;1;;;;0:00:00;0:00:00;8:12:10;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025002;PM15;26/10/2021;;Pasador de ventana roto;;30;UYU;JSIMO;27/10/2021;;;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;METALURG;C002;;;;0:00:00;0:00:00;105119;C002;;;;AN-DIRECT-2;;;;;;ABIE KKMP PREC;NOPL;;;27/10/2021;27/10/2021;;;;MAN;10261247;;;Director 2;;;;;;;;;0;0;0;0;0;0;0;OR000020025002;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;26/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025003;PM15;27/10/2021;;AA sala de crcking baja eficiencia;;30;UYU;JSIMO;27/10/2021;JSIMO;27/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;10009555;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;202024;C001;;;A_2;I-FCC       -RO25803;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;27/12/2021;27/12/2021;2/12/2021;;13/12/2021;MAN;10261295;;Restricción U.T. RO25803;Restricción en Linea de Aire del FCC.;;;;;;;;;1137,79;3841,86;0;0;0;1137,79;3841,86;OR000020025003;;0;;;0:00:00;0:00:00;11:00:00;7:00:00;;;;27/12/2021;;;;1;;;;0:00:00;0:00:00;8:13:50;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025004;PM15;27/10/2021;;Reposición de 3 chapas.;;30;UYU;JSIMO;27/10/2021;;;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ALBANILE;C002;;;;0:00:00;0:00:00;105501;C001;;;;LT-MATERI-DEPO_6;;;;;;ABIE KKMP PREC;NOPL;;;27/10/2021;27/10/2021;;;;MAN;10261274;;;Deposito N° 6 (calle 3 frenter a Bumker);;;;;;;;;0;0;0;0;0;0;0;OR000020025004;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;27/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025005;PM15;27/10/2021;;AB OOCC 1SS GERENTE GESTION HUMANA TOMS;;30;UYU;JSIMO;28/10/2021;JSIMO;3/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;105051;C002;;;;AN-RECHUM;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;29/10/2021;29/10/2021;10/11/2021;;25/11/2021;MAN;10261298;;;Recursos Humanos;;;;;;;;;22033,15;7234,57;0;0;0;22033,15;7234,57;OR000020025005;;0;;;0:00:00;0:00:00;13:40:00;7:00:00;;;;3/12/2021;;;;1;;;;0:00:00;0:00:00;12:11:11;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025007;PM15;27/10/2021;;Barometrico pozo séptico Planta asfalto;;30;UYU;JSIMO;28/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;202150;C001;;;A_5;RT-ASF-ASF;;;;;;CTEC MACO NLIQ PREC;FINA;;;29/11/2021;29/11/2021;;;7/12/2021;MAN;10261328;;;Planta Asfalto;;;;;;;;;0;1920,93;0;0;0;0;1920,93;OR000020025007;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:52:32;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025008;PM15;28/10/2021;;PINTURA EN COMEDOR Y BAÑO T. TERRESTRE;;30;UYU;JSIMO;28/10/2021;APAZ;7/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;ALBANILE;C002;;;;0:00:00;0:00:00;205403;C001;;;LOG;LT-LOGIST-TERMTE;;;;;;LIB. NOTP MACO MOVM NLIQ PREC;PROG;;;29/11/2021;29/11/2021;8/12/2021;;7/12/2021;MAN;10261333;;;Depar.Carga Granel Grales.Term.Terrestre;;;;;;;;;93226,68;1920,93;0;0;0;93226,68;1920,93;OR000020025008;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;28/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025009;PM15;25/10/2021;;Limpieza de grasera;;30;UYU;JSIMO;28/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203310;C001;;;;LT-INGOBR;;;;;;CTEC KKMP MOVM NLIQ PREC;FINA;;;29/11/2021;29/11/2021;;;10/12/2021;MAN;10261209;;;Ingenieria y Obras;;;;;;;;;3034,79;0;0;0;0;3034,79;0;OR000020025009;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:51:26;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025010;PM15;26/10/2021;;AB Cambio de lámpara en baño de calderer;;30;UYU;JSIMO;28/10/2021;JSIMO;3/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;203231;C001;;;;LT-MANREF-METALU;;;;;;CTEC KKMP NLIQ PREC;FINA;;;3/11/2021;29/10/2021;;;3/12/2021;MAN;10261226;;;Taller de Metalurgia;;;;;;;;;0;24662,68;0;0;0;0;24662,68;OR000020025010;;0;;;0:00:00;0:00:00;12:20:00;7:00:00;;;;3/12/2021;;;;1;;;;0:00:00;0:00:00;12:12:02;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025011;PM15;27/10/2021;;URGENTE falta de agua en OP VENTAS;;30;UYU;JSIMO;28/10/2021;JSIMO;29/11/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;3;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;205405;C001;;;LOG;LT-COMERC-VCOMBU;;;;;;CTEC KKMP MOVM NLIQ PREC;FINA;;;28/10/2021;28/10/2021;;;29/11/2021;MAN;10261271;;;Venta Combustibles;;;;;;;;;1804,54;1499,03;0;0;0;1804,54;1499,03;OR000020025011;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;29/11/2021;;;;1;;;;0:00:00;0:00:00;13:04:38;;;;;;;;;;;;3;ME;O3 - Amarillo [Med];;;;;0;;;;;;;;;;;;;;
;20025012;PM15;27/10/2021;;CAMBIO COMBINACIÓN /SUMINISTRO Y COLOC;;30;UYU;JSIMO;28/10/2021;JSIMO;1/2/2022;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105120;C002;;;;AN-SJURID;;;;;;LIB. MACO MOVM NLIQ PREC;PROG CMPR;;;29/11/2021;29/11/2021;;;7/12/2021;MAN;10261301;;;Servicios Juridicos;;;;;;;;;2320;1920,93;0;0;0;2320;1920,93;OR000020025012;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;27/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025013;PM15;28/10/2021;;una apertura de cerradura;;30;UYU;JSIMO;28/10/2021;JSIMO;10/12/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105011;C002;;;;AN-RINSTI-PRENSA-MUSEO;;;;;;LIB. KKMP NLIQ PREC;FINA CMPR;;;29/11/2021;29/11/2021;;;7/12/2021;MAN;10261326;;;Museo ANCAP;;;;;;;;;0;1920,93;0;0;0;0;1920,93;OR000020025013;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;28/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025014;PM15;28/10/2021;;cambio de dos cerraduras de pomo;;30;UYU;JSIMO;28/10/2021;JSIMO;10/12/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105011;C002;;;;AN-RINSTI-PRENSA-MUSEO;;;;;;LIB. MACO NLIQ PREC;FINA CMPR;;;29/11/2021;29/11/2021;;;7/12/2021;MAN;10261327;;;Museo ANCAP;;;;;;;;;0;1920,93;0;0;0;0;1920,93;OR000020025014;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;28/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025015;PM15;28/10/2021;;colocar cerradura de seguridad y manija;;30;UYU;JSIMO;28/10/2021;JSIMO;10/12/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105011;C002;;;;AN-RINSTI-PRENSA-MUSEO;;;;;;LIB. MACO NLIQ PREC;FINA CMPR;;;29/11/2021;29/11/2021;;;7/12/2021;MAN;10261329;;;Museo ANCAP;;;;;;;;;0;1920,93;0;0;0;0;1920,93;OR000020025015;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;28/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025016;PM15;28/10/2021;;cambio de combinacion de puerta;;30;UYU;JSIMO;28/10/2021;JSIMO;10/12/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105011;C002;;;;AN-RINSTI-PRENSA-MUSEO;;;;;;LIB. MACO MOVM NLIQ PREC;FINA CMPR;;;29/11/2021;29/11/2021;;;7/12/2021;MAN;10261330;;;Museo ANCAP;;;;;;;;;700;1920,93;0;0;0;700;1920,93;OR000020025016;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;28/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025017;PM15;28/10/2021;;remasillado de ventanas;;30;UYU;JSIMO;28/10/2021;GACQUISTAPAC;30/11/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105011;C002;;;;AN-RINSTI-PRENSA-MUSEO;;;;;;ABIE MACO PREC;PLOK;;;29/11/2021;29/11/2021;;;;MAN;10261331;;;Museo ANCAP;;;;;;;;;0;1920,93;0;0;0;0;1920,93;OR000020025017;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;28/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025018;PM15;25/10/2021;;AB OOCC Mantenimiento eléctrico para can;;30;UYU;JSIMO;28/10/2021;JSIMO;3/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;3;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;105066;C002;;;;AN-COMEDO;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;28/10/2021;28/10/2021;25/10/2021;;28/10/2021;MAN;10261202;;;Comedor;;;;;;;;;12409,26;0;0;0;0;12409,26;0;OR000020025018;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;3/12/2021;;;;1;;;;0:00:00;0:00:00;12:15:45;;;;;;;;;;;;3;ME;O3 - Amarillo [Med];;;;;0;;;;;;;;;;;;;;
;20025019;PM15;28/10/2021;;colocar cilindro europerfil;;30;UYU;JSIMO;28/10/2021;JSIMO;10/12/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105011;C002;;;;AN-RINSTI-PRENSA-MUSEO;;;;;;LIB. MACO NLIQ PREC;FINA CMPR;;;29/11/2021;29/11/2021;;;7/12/2021;MAN;10261347;;;Museo ANCAP;;;;;;;;;0;1920,93;0;0;0;0;1920,93;OR000020025019;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;28/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025021;PM15;28/10/2021;;tareas de relevamiento de seguridad Pay;;30;UYU;JSIMO;28/10/2021;JSIMO;30/11/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;205464;C001;;;;AN-VIGILA;;;;;;LIB. NOTP KKMP NLIQ PREC;PROG;;;29/10/2021;29/10/2021;25/10/2021;;29/10/2021;MAN;10261348;;;Vigilancia;;;;;;;;;65372,46;0;0;0;0;65372,46;0;OR000020025021;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;28/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025022;PM15;28/10/2021;;REPARACION DE CISTERNA BAÑO PARA TRANSPO;;30;UYU;JSIMO;29/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;205450;C004;;;LAT;LT-LOGIST-TABLAD;;;;;;CTEC KKMP NLIQ PREC;FINA;;;29/11/2021;29/11/2021;;;7/12/2021;MAN;10261350;;;Planta de La Tablada;;;;;;;;;0;1920,93;0;0;0;0;1920,93;OR000020025022;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:55:02;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025023;PM15;28/10/2021;;LIMPIEZA DEPOSITO IMPORTACION;;30;UYU;JSIMO;29/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;105501;C001;;;;LT-DEPOSI-RECEPC;;;;;;LIB. MACO NLIQ PREC;FINA CMPR;;;29/11/2021;29/11/2021;;;7/12/2021;MAN;10261352;;;Recepcion de Materiales Teja;;;;;;;;;0;1920,93;0;0;0;0;1920,93;OR000020025023;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;28/10/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025024;PM15;28/10/2021;;reparacion de aire acondicionado;;30;UYU;JSIMO;29/10/2021;JSIMO;28/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;203221;C001;;;;LT-MANREF-PRESIC;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;12/11/2021;12/11/2021;1/12/2021;;3/12/2021;MAN;10261335;;;Taller de Precision;;;;;;;;;4856,68;2561,24;0;0;0;4856,68;2561,24;OR000020025024;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;28/12/2021;;;;1;;;;0:00:00;0:00:00;11:39:34;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025025;PM15;28/10/2021;;Ajuste de canilla Baño G. Técnica;;30;UYU;JSIMO;29/10/2021;JSIMO;10/12/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203310;C001;;;;LT-INGOBR;;;;;;CTEC MACO NLIQ PREC;FINA;;;29/11/2021;29/11/2021;;;7/12/2021;MAN;10261337;;;Ingenieria y Obras;;;;;;;;;0;1920,93;0;0;0;0;1920,93;OR000020025025;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/12/2021;;;;1;;;;0:00:00;0:00:00;10:54:34;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025027;PM15;29/10/2021;;Mantenimiento de los equipos de AA;;30;UYU;JSIMO;29/10/2021;JSIMO;28/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105123;C002;;;;AN-PRESID-SECRET;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;12/11/2021;12/11/2021;3/12/2021;;27/12/2021;MAN;10261363;;;Secretaria de Presidencia;;;;;;;;;4856,68;1280,62;0;0;0;4856,68;1280,62;OR000020025027;;0;;;0:00:00;0:00:00;8:20:00;7:00:00;;;;28/12/2021;;;;1;;;;0:00:00;0:00:00;11:39:56;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20025028;PM15;29/10/2021;;Mantenimiento de los equipos de AA;;30;UYU;JSIMO;29/10/2021;JSIMO;28/12/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105122;C002;;;;AN-PRESID-ASESOR;;;;;;CTEC KKMP MOVM NLIQ PREC;FINA;;;13/12/2021;3/11/2021;;;13/12/2021;MAN;10261364;;;Asesoria Presidencia;;;;;;;;;4200;1280,62;0;0;0;4200;1280,62;OR000020025028;;0;;;0:00:00;0:00:00;7:00:00;0:00:00;;;;28/12/2021;;;;1;;;;0:00:00;0:00:00;8:23:53;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
